CustomerID,total_spent,num_orders,total_items,last_purchase,heavy_multibuy_count,total_basket_value,avg_basket_value,days_since,segment
14908,277.8,1,132,2011-09-26 12:56:00,6,2500.2,277.8,73,Active
14910,434.35,4,238,2011-12-07 10:06:00,12,4719.89,157.33,2,MultiBuy
14911,136161.83,198,80154,2011-12-08 15:54:00,3032,5406689.33,968.25,0,MultiBuy
14912,867.85,2,971,2011-11-23 09:20:00,22,11764.84,435.73,16,MultiBuy
14913,1227.43,4,1743,2011-11-04 08:29:00,76,26772.19,307.73,35,MultiBuy
14915,307.48,2,112,2011-09-09 13:34:00,7,1799.04,149.92,90,Repeat
14916,1268.98,4,1136,2011-09-30 09:20:00,64,25380.82,329.62,70,MultiBuy
14918,1610.15,2,675,2011-08-16 11:50:00,31,36426.65,809.48,115,MultiBuy
14920,977.77,2,509,2011-05-11 10:32:00,23,28616.64,502.05,212,MultiBuy
14921,1316.07,2,953,2011-11-09 13:17:00,47,58186.03,745.97,29,MultiBuy
14923,749.1,1,418,2011-10-20 11:51:00,16,32960.4,749.1,50,MultiBuy
14924,310.05,1,64,2011-04-08 09:25:00,2,3100.5,310.05,245,Lapsed
14929,223.88,1,136,2011-11-07 17:21:00,8,2462.68,223.88,31,Active
14930,2362.96,3,1160,2011-08-23 10:31:00,67,130686.11,1029.02,108,MultiBuy
14931,864.68,4,414,2011-12-05 10:19:00,22,8677.09,228.34,4,MultiBuy
14932,313.53,1,79,2010-12-09 11:48:00,3,5016.48,313.53,365,Lapsed
14934,1890.94,2,1042,2011-09-19 10:10:00,47,83305.56,957.54,81,MultiBuy
14935,1784.71,1,935,2011-02-15 14:44:00,10,17847.1,1784.71,296,MultiBuy
14936,8137.02,8,4085,2011-11-06 10:30:00,203,531338.9,1459.72,33,MultiBuy
14937,1621.88,3,484,2011-10-14 12:29:00,34,23085.08,678.97,56,MultiBuy
14944,5900.25,12,2815,2011-11-10 09:10:00,122,115583.8,679.9,29,MultiBuy
14946,100.9,1,22,2011-11-25 13:33:00,0,302.7,100.9,13,Active
14947,275.82,2,178,2011-09-28 15:48:00,9,2076.96,159.77,71,Repeat
14948,1101.97,6,673,2011-11-16 17:16:00,28,14860.03,235.87,22,MultiBuy
14950,371.2,1,136,2011-11-20 13:48:00,6,7052.8,371.2,18,Active
14951,311.69,1,311,2011-09-21 15:15:00,16,6233.8,311.69,78,MultiBuy
14952,8099.49,11,3355,2011-10-11 10:33:00,116,119815.38,868.23,59,MultiBuy
14953,285.67,1,224,2011-11-14 14:59:00,3,15426.18,285.67,24,Active
14954,294.85,1,117,2011-11-27 14:30:00,1,22703.45,294.85,11,Active
14957,58.49,1,34,2011-03-31 17:59:00,0,701.88,58.49,252,Lapsed
14958,483.73,3,128,2011-07-15 14:20:00,1,7075.18,172.57,146,Repeat
14959,695.42,4,494,2011-10-06 18:23:00,18,11490.52,194.75,63,MultiBuy
14960,221.27,2,221,2011-12-01 12:54:00,10,3500.85,129.66,7,MultiBuy
14961,7044.68,9,3708,2011-11-29 09:42:00,187,277589.71,889.71,10,MultiBuy
14962,126.7,1,44,2011-03-14 09:42:00,1,633.5,126.7,270,Lapsed
14963,1472.34,5,1159,2011-11-30 12:16:00,23,56872.51,296.21,9,MultiBuy
14964,206.21,1,143,2011-04-06 14:13:00,2,2680.73,206.21,246,Lapsed
14965,596.09,2,363,2011-09-04 13:20:00,12,37504.61,463.02,95,MultiBuy
14966,183.02,1,179,2011-11-25 12:20:00,5,6588.72,183.02,14,Active
14967,463.8,1,140,2011-10-21 11:06:00,6,2782.8,463.8,49,Active
14968,147.59,1,127,2011-11-09 13:58:00,4,5460.83,147.59,29,Active
14970,1592.06,4,250,2011-10-02 13:44:00,22,14517.52,426.99,67,MultiBuy
14971,1097.98,3,639,2011-11-04 17:07:00,15,86981.76,561.17,34,MultiBuy
14972,114.77,1,28,2011-08-03 14:54:00,0,2065.86,114.77,127,Active
14973,1314.45,3,369,2011-08-24 15:51:00,22,12531.52,391.61,106,MultiBuy
14974,89.94,1,37,2011-11-02 13:01:00,1,1528.98,89.94,36,Active
14975,279.94,1,380,2011-10-13 14:08:00,8,3079.34,279.94,56,Active
14976,774.86,6,232,2011-10-13 16:33:00,5,10604.1,151.49,56,Repeat
14978,1921.37,5,523,2011-09-28 13:07:00,8,84235.02,393.62,71,Repeat
14981,102.12,1,97,2011-04-07 13:45:00,5,816.96,102.12,245,Lapsed
14984,202.37,2,58,2011-11-20 14:28:00,0,3938.9,101.0,18,Repeat
14985,292.01,2,256,2011-05-25 14:29:00,5,11882.3,143.16,197,Repeat
14987,326.4,2,128,2011-11-24 09:59:00,4,652.8,163.2,15,Repeat
14988,334.54,1,141,2011-05-12 12:05:00,3,13381.6,334.54,211,Lapsed
14995,231.98,2,102,2011-11-01 11:39:00,0,7005.88,116.76,38,Repeat
14997,546.2,3,1120,2011-10-24 13:28:00,26,5300.92,203.88,45,MultiBuy
14998,414.87,2,258,2011-06-22 17:30:00,10,15112.24,204.22,169,MultiBuy
15000,490.52,1,218,2011-10-23 11:42:00,2,37770.04,490.52,47,Active
15002,1641.76,4,862,2011-08-16 10:44:00,32,50719.81,441.04,115,MultiBuy
15004,1220.38,1,622,2011-07-15 14:05:00,12,186718.14,1220.38,146,MultiBuy
15005,6293.67,28,4228,2011-11-24 12:25:00,107,259729.17,233.78,15,MultiBuy
15006,475.43,1,285,2011-10-19 15:08:00,4,62281.33,475.43,50,Active
15007,156.91,1,69,2011-07-03 16:00:00,4,1882.92,156.91,158,Active
15009,1259.43,3,639,2011-11-27 13:35:00,11,81704.66,453.91,11,MultiBuy
15010,308.94,1,184,2011-11-04 12:42:00,12,6178.8,308.94,35,MultiBuy
15012,405.04,2,225,2011-10-17 12:22:00,6,24958.72,204.58,53,Repeat
15014,257.67,2,149,2011-10-27 20:07:00,3,4551.39,137.92,42,Repeat
15016,170.04,1,76,2011-06-20 12:06:00,1,3400.8,170.04,172,Active
15017,125.58,1,63,2011-11-06 10:33:00,2,2511.6,125.58,33,Active
15018,496.21,3,189,2011-11-01 12:47:00,5,5585.51,180.18,38,Repeat
15019,252.81,1,150,2011-03-18 12:35:00,3,16685.46,252.81,266,Lapsed
15021,1871.77,9,819,2011-12-01 11:53:00,6,101508.7,228.62,8,Repeat
15022,852.39,4,527,2011-11-28 12:35:00,13,32196.51,266.09,11,MultiBuy
15023,6701.51,11,2818,2011-12-06 17:23:00,82,390324.47,708.39,2,MultiBuy
15024,1636.43,10,902,2011-11-30 12:06:00,30,42786.68,281.49,9,MultiBuy
15025,361.96,1,184,2011-11-06 15:20:00,3,24251.32,361.96,32,Active
15026,464.2,3,225,2011-09-20 13:52:00,3,10846.68,180.78,79,Repeat
15027,1066.15,4,565,2011-11-09 10:16:00,20,10322.69,294.93,30,MultiBuy
15028,627.13,4,459,2011-12-01 14:06:00,19,11811.71,246.08,7,MultiBuy
15030,518.28,2,372,2011-09-29 10:50:00,7,1920.36,274.34,71,Repeat
15031,653.19,4,400,2011-12-05 14:19:00,9,18945.42,172.23,3,Repeat
15032,4959.1,3,2968,2011-03-28 15:03:00,35,127826.6,2458.2,255,MultiBuy
15033,2553.88,10,1670,2011-12-05 12:40:00,39,151619.17,303.24,4,MultiBuy
15034,4274.16,8,2413,2011-11-24 12:11:00,69,268863.68,689.39,15,MultiBuy
15035,252.73,1,245,2011-09-11 11:08:00,7,6823.71,252.73,89,Active
15036,429.56,3,316,2011-09-28 15:42:00,3,22453.07,188.68,71,Repeat
15038,685.74,6,212,2011-10-12 11:33:00,4,16463.47,131.71,58,Repeat
15039,19766.59,47,9131,2011-11-30 11:31:00,395,768929.69,520.6,9,MultiBuy
15041,179.93,1,103,2011-06-22 16:16:00,1,11875.38,179.93,169,Active
15042,135.93,1,30,2011-05-24 16:25:00,0,679.65,135.93,198,Lapsed
15043,537.0,1,300,2011-11-08 14:26:00,3,1611.0,537.0,30,Active
15044,7634.73,17,2785,2011-11-20 13:20:00,78,266042.94,599.2,18,MultiBuy
15045,735.66,2,114,2011-07-11 11:33:00,6,4329.68,360.81,151,Repeat
15046,5071.47,15,3371,2011-11-30 15:50:00,88,84889.01,424.45,8,MultiBuy
15047,343.62,1,222,2011-03-15 10:49:00,10,7559.64,343.62,269,MultiBuy
15048,381.0,4,192,2011-10-05 14:55:00,2,10099.59,107.44,64,Repeat
15049,121.17,1,63,2011-03-11 12:13:00,2,363.51,121.17,273,Lapsed
15050,1737.69,3,1216,2011-11-14 16:17:00,40,77891.1,1024.88,24,MultiBuy
15051,1383.36,3,1010,2011-11-16 15:38:00,28,77431.84,545.29,22,MultiBuy
15052,207.73,1,79,2011-01-24 15:52:00,2,5816.44,207.73,318,Lapsed
15053,693.95,3,984,2011-12-05 12:08:00,28,15817.15,229.23,4,MultiBuy
15054,302.1,2,198,2011-11-27 15:02:00,2,17567.1,154.1,11,Repeat
15057,1489.5,2,668,2011-03-09 15:17:00,22,25957.5,1038.3,274,MultiBuy
15058,2102.54,11,1054,2011-11-14 14:57:00,46,49620.31,186.54,24,MultiBuy
15059,1337.72,9,604,2011-10-30 11:35:00,6,40078.54,169.11,40,Repeat
15060,293.0,4,256,2011-12-01 13:47:00,6,14428.57,126.57,7,Repeat
15061,54534.14,48,28920,2011-12-06 12:06:00,397,788019.82,1955.38,3,MultiBuy
15062,987.86,4,763,2011-09-29 16:51:00,37,15074.68,264.47,70,MultiBuy
15063,370.8,1,56,2011-05-10 13:25:00,3,1854.0,370.8,212,Lapsed
15065,3158.13,4,1383,2011-11-02 09:45:00,61,153266.0,988.81,37,MultiBuy
15066,893.59,1,317,2011-10-17 13:25:00,16,37530.78,893.59,52,MultiBuy
15067,1744.76,3,954,2011-09-22 13:20:00,37,52651.47,642.09,77,MultiBuy
15068,553.36,2,364,2011-10-24 14:47:00,6,29729.44,285.86,45,Repeat
15069,1109.53,1,520,2011-06-13 14:16:00,19,77667.1,1109.53,178,MultiBuy
15070,106.2,1,36,2010-12-02 11:23:00,1,106.2,106.2,372,Lapsed
15071,982.07,2,269,2011-09-07 11:43:00,11,12571.64,483.52,93,MultiBuy
15073,1043.41,3,491,2011-11-30 10:44:00,39,20777.62,384.77,9,MultiBuy
15074,735.67,1,431,2011-08-26 14:45:00,21,30162.47,735.67,104,MultiBuy
15075,773.03,1,447,2011-09-23 12:27:00,19,20871.81,773.03,77,MultiBuy
15076,880.85,1,571,2011-06-20 08:23:00,32,43161.65,880.85,172,MultiBuy
15078,9743.11,32,5105,2011-12-02 15:41:00,362,197982.4,449.96,6,MultiBuy
15079,895.61,4,389,2011-05-11 12:45:00,21,15062.3,320.47,212,MultiBuy
15081,504.8,5,190,2011-11-17 17:08:00,9,3501.2,106.1,21,Repeat
15083,88.2,1,38,2011-03-28 12:18:00,1,441.0,88.2,256,Lapsed
15087,306.94,1,470,2011-03-03 10:34:00,8,4604.1,306.94,281,Lapsed
15088,1160.07,2,460,2011-11-18 13:14:00,24,39597.56,694.69,20,MultiBuy
15089,2420.84,6,1359,2011-11-29 16:31:00,70,109385.66,754.38,9,MultiBuy
15090,381.32,1,208,2011-02-04 14:03:00,10,8770.36,381.32,307,MultiBuy
15091,480.71,1,346,2011-10-03 12:47:00,21,14421.3,480.71,67,MultiBuy
15092,457.81,2,135,2011-05-08 14:10:00,6,7082.59,272.41,214,Repeat
15093,4597.02,6,3760,2011-11-21 13:09:00,97,85981.84,796.13,17,MultiBuy
15095,1370.6,4,1079,2011-08-28 12:01:00,31,27319.68,581.27,103,MultiBuy
15096,219.39,1,120,2011-10-28 10:27:00,6,2413.29,219.39,42,Active
15097,248.08,1,170,2011-12-05 14:03:00,8,6202.0,248.08,3,Active
15098,297.0,1,60,2011-06-10 15:22:00,1,297.0,297.0,181,Lapsed
15099,410.48,1,343,2011-09-16 13:13:00,8,9441.04,410.48,83,Active
15100,876.0,3,80,2011-01-10 10:35:00,3,876.0,292.0,333,Repeat
15101,317.53,2,241,2011-12-01 10:18:00,5,1270.12,158.76,8,Repeat
15103,703.36,2,329,2011-11-08 14:53:00,16,12848.8,367.11,30,MultiBuy
15104,993.54,2,635,2011-05-27 12:29:00,32,34627.02,516.82,196,MultiBuy
15105,2298.93,7,1211,2011-11-21 16:54:00,58,50087.5,495.92,17,MultiBuy
15106,1422.52,5,1181,2011-11-22 09:16:00,60,31644.18,316.44,17,MultiBuy
15107,319.5,6,169,2011-02-01 14:46:00,5,1218.4,76.15,310,Repeat
15108,1159.25,3,490,2011-07-21 10:24:00,22,26178.35,459.27,141,MultiBuy
15109,484.95,1,131,2011-04-08 09:58:00,3,13578.6,484.95,245,Lapsed
15110,996.1,4,246,2011-11-16 11:16:00,14,8552.25,244.35,23,MultiBuy
15111,1567.48,3,710,2011-11-10 16:58:00,36,59254.48,705.41,28,MultiBuy
15113,3509.04,3,2343,2011-11-30 08:23:00,67,183115.76,1907.46,9,MultiBuy
15114,2760.56,10,3096,2011-11-09 15:05:00,155,61475.12,312.06,29,MultiBuy
15115,340.11,1,157,2011-11-21 14:59:00,8,7142.31,340.11,17,Active
15116,1352.75,4,648,2011-11-22 12:25:00,23,16388.45,364.19,17,MultiBuy
15117,1551.78,5,1948,2011-11-25 08:12:00,56,33159.66,419.74,14,MultiBuy
15118,244.8,1,1440,2011-07-28 14:54:00,1,244.8,244.8,133,Active
15119,266.4,1,88,2011-04-08 09:08:00,4,3729.6,266.4,245,Lapsed
15120,358.82,1,296,2011-07-29 09:48:00,13,7535.22,358.82,133,MultiBuy
15121,457.72,2,199,2011-10-20 14:51:00,8,6938.4,247.8,49,Repeat
15122,1633.78,3,800,2011-08-17 16:48:00,44,46581.62,568.07,113,MultiBuy
15123,2199.31,2,1195,2011-12-02 13:12:00,55,116563.43,1099.66,6,MultiBuy
15124,184.19,2,233,2011-11-17 10:09:00,12,1377.39,91.83,22,MultiBuy
15125,11528.48,15,6193,2011-11-14 13:57:00,116,232559.62,1831.18,24,MultiBuy
15127,406.53,1,251,2011-10-05 10:30:00,15,6504.48,406.53,65,MultiBuy
15128,1471.0,4,1343,2011-10-10 13:54:00,71,38941.8,381.78,59,MultiBuy
15129,3447.4,11,1794,2011-10-20 14:40:00,57,31122.93,370.51,49,MultiBuy
15130,330.11,1,197,2011-06-23 10:15:00,12,7262.42,330.11,169,MultiBuy
15132,977.93,5,679,2011-11-21 17:10:00,39,15470.61,297.51,17,MultiBuy
15133,982.42,3,680,2011-08-04 10:44:00,23,9499.14,327.56,127,MultiBuy
15134,1387.99,8,887,2011-11-25 08:55:00,44,13733.71,188.13,14,MultiBuy
15135,139.05,1,43,2011-04-14 19:16:00,1,1251.45,139.05,238,Lapsed
15136,1286.7,4,776,2011-12-07 12:26:00,49,30077.5,442.32,2,MultiBuy
15139,178.96,2,208,2011-04-14 11:39:00,9,1261.1,97.01,239,Repeat
15140,2354.25,7,1572,2011-10-18 14:07:00,56,31460.27,393.25,51,MultiBuy
15142,498.74,1,365,2011-10-24 12:51:00,19,12967.24,498.74,45,MultiBuy
15143,259.45,1,150,2011-04-28 12:03:00,8,3632.3,259.45,225,Lapsed
15144,6580.44,17,3050,2011-12-01 15:12:00,164,109505.74,504.63,7,MultiBuy
15145,1194.73,4,756,2011-12-05 17:21:00,38,22393.98,334.24,3,MultiBuy
15146,1327.16,2,1473,2011-06-28 12:09:00,70,66358.18,729.21,164,MultiBuy
15147,623.5,1,366,2011-04-13 15:57:00,21,17458.0,623.5,239,MultiBuy
15148,301.29,1,187,2011-11-29 08:21:00,10,6025.8,301.29,10,MultiBuy
15149,520.8,1,128,2011-07-29 10:58:00,3,11978.4,520.8,133,Active
15150,5291.33,10,3642,2011-11-22 12:52:00,194,307933.58,903.03,16,MultiBuy
15152,4745.69,13,2704,2011-11-30 12:32:00,131,110666.68,408.36,9,MultiBuy
15153,329.25,1,198,2011-11-08 17:09:00,6,7243.5,329.25,30,Active
15154,254.28,1,89,2011-09-25 16:05:00,0,18053.88,254.28,74,Active
15156,961.49,3,597,2011-12-08 18:22:00,34,18664.8,339.36,0,MultiBuy
15157,1936.07,3,2392,2011-12-06 11:28:00,106,88816.89,710.54,3,MultiBuy
15158,401.4,1,198,2011-10-25 13:53:00,7,2809.8,401.4,44,Active
15159,18641.01,30,11441,2011-12-08 12:05:00,533,878746.59,1237.67,1,MultiBuy
15160,158.16,1,84,2010-12-17 14:15:00,4,632.64,158.16,356,Lapsed
15163,304.47,2,186,2011-11-21 13:10:00,8,4389.93,151.38,17,Repeat
15164,824.58,3,351,2011-10-02 12:05:00,3,31540.3,312.28,68,Repeat
15165,487.75,1,160,2010-12-01 14:03:00,6,13169.25,487.75,372,Lapsed
15167,158.8,1,65,2011-01-23 12:41:00,0,6193.2,158.8,320,Lapsed
15168,106.56,1,52,2011-11-14 11:26:00,2,532.8,106.56,25,Active
15171,1289.5,1,290,2011-01-12 15:36:00,5,6447.5,1289.5,330,Lapsed
15172,1609.05,5,1610,2011-12-01 11:51:00,73,36625.15,336.01,8,MultiBuy
15174,135.75,1,145,2011-01-21 09:06:00,6,1493.25,135.75,322,Lapsed
15175,224.14,1,454,2011-09-29 11:31:00,22,5155.22,224.14,71,MultiBuy
15178,40.5,1,30,2011-03-24 15:12:00,3,121.5,40.5,259,Lapsed
15179,2206.95,5,1938,2011-11-21 12:53:00,65,78339.45,842.36,17,MultiBuy
15180,87.5,1,36,2010-12-07 14:57:00,1,525.0,87.5,366,Lapsed
15181,689.48,3,544,2011-10-04 13:58:00,16,3206.88,200.43,65,MultiBuy
15182,622.85,2,253,2011-07-08 13:37:00,17,9208.49,317.53,153,MultiBuy
15184,402.2,2,199,2011-11-10 13:41:00,6,11717.34,188.99,28,Repeat
15185,310.62,1,666,2011-09-30 14:06:00,20,6523.02,310.62,69,MultiBuy
15186,411.41,2,215,2011-11-25 14:58:00,10,3931.95,206.94,13,MultiBuy
15187,4762.18,15,1886,2011-12-08 11:56:00,82,30683.48,340.93,1,MultiBuy
15189,16225.39,41,6149,2011-12-08 13:22:00,146,95004.74,448.14,0,MultiBuy
15192,1044.32,3,918,2011-08-12 11:41:00,30,18669.38,366.07,119,MultiBuy
15193,499.32,1,144,2011-10-10 08:23:00,6,9487.08,499.32,60,Active
15194,7616.53,15,5703,2011-12-06 15:10:00,217,187292.81,604.17,2,MultiBuy
15195,3861.0,1,1404,2011-12-07 12:20:00,1,3861.0,3861.0,2,Active
15197,1079.61,3,469,2011-11-29 10:00:00,26,9478.62,296.21,10,MultiBuy
15198,193.64,2,120,2011-09-08 14:42:00,8,968.2,96.82,91,Repeat
15199,1268.7,4,396,2011-10-11 15:12:00,8,4116.7,316.67,58,Repeat
15201,1236.54,5,1210,2011-09-13 14:53:00,57,20274.97,293.84,86,MultiBuy
15203,1827.8,6,1753,2011-11-14 08:16:00,130,46978.08,330.83,25,MultiBuy
15204,316.58,1,258,2010-12-17 13:49:00,8,2849.22,316.58,356,Lapsed
15205,653.24,2,378,2011-09-15 19:36:00,22,13731.42,371.12,84,MultiBuy
15206,420.3,4,162,2011-11-29 13:41:00,6,1190.1,132.23,9,Repeat
15208,870.12,5,316,2011-12-08 17:24:00,11,8310.06,197.86,0,MultiBuy
15210,331.18,1,228,2011-04-28 16:11:00,9,6623.6,331.18,224,Lapsed
15211,894.41,2,240,2011-10-10 13:31:00,5,23639.47,454.61,59,Repeat
15212,101.8,1,36,2011-04-12 13:45:00,1,509.0,101.8,240,Lapsed
15213,328.35,2,272,2011-01-25 12:21:00,16,6920.7,288.36,318,MultiBuy
15214,1661.44,8,1254,2011-12-08 12:07:00,68,31837.11,289.43,1,MultiBuy
15215,734.94,3,225,2011-10-24 11:41:00,10,11058.34,315.95,46,MultiBuy
15216,96.6,1,28,2011-09-13 11:41:00,1,193.2,96.6,87,Active
15218,5756.89,11,3329,2011-11-29 11:48:00,104,101937.35,614.08,10,MultiBuy
15219,305.75,1,45,2011-06-16 16:57:00,2,2751.75,305.75,175,Active
15220,1778.96,6,1393,2011-10-19 12:39:00,63,40643.34,347.38,51,MultiBuy
15221,403.25,1,43,2010-12-08 13:08:00,2,2016.25,403.25,365,Lapsed
15222,585.0,1,440,2011-01-25 08:03:00,5,2925.0,585.0,318,Lapsed
15223,755.75,2,213,2011-04-28 11:31:00,11,7249.4,362.47,225,MultiBuy
15224,322.08,2,152,2010-12-16 15:02:00,7,3748.96,267.78,357,Repeat
15225,409.4,1,226,2011-04-19 14:51:00,14,9416.2,409.4,233,MultiBuy
15226,154.41,1,71,2011-02-02 11:41:00,3,1235.28,154.41,310,Lapsed
15227,1219.4,5,750,2011-11-03 11:59:00,28,16783.73,289.37,36,MultiBuy
15228,3386.71,4,2255,2011-10-04 13:56:00,69,119292.96,954.34,65,MultiBuy
15230,429.6,2,351,2011-04-14 14:39:00,17,8203.8,356.69,238,MultiBuy
15232,612.06,2,686,2011-08-18 16:27:00,30,9508.58,306.73,112,MultiBuy
15234,197.0,1,196,2011-03-08 08:53:00,9,2758.0,197.0,276,Lapsed
15235,2247.51,12,1324,2011-05-06 09:44:00,61,39759.44,278.04,217,MultiBuy
15236,321.05,1,269,2011-02-14 10:52:00,12,4815.75,321.05,298,MultiBuy
15237,1412.32,4,1071,2011-12-08 09:46:00,54,67078.15,677.56,1,MultiBuy
15238,1071.99,3,692,2011-11-10 14:28:00,30,18962.41,379.25,28,MultiBuy
15239,780.59,2,594,2011-11-29 14:14:00,35,19910.9,406.34,9,MultiBuy
15240,1706.57,5,1369,2011-10-26 09:50:00,50,27110.92,347.58,44,MultiBuy
15241,1741.44,8,1817,2011-10-04 09:05:00,83,30500.91,279.82,66,MultiBuy
15243,316.68,1,185,2011-09-26 14:12:00,8,6966.96,316.68,73,Active
15244,631.57,2,405,2011-10-05 13:19:00,22,10808.07,317.88,64,MultiBuy
15245,2515.84,3,1784,2011-07-28 18:56:00,76,87777.24,986.26,133,MultiBuy
15246,514.15,2,247,2011-04-15 14:45:00,8,9123.15,276.46,237,Repeat
15247,356.0,1,160,2011-08-09 12:52:00,6,2136.0,356.0,121,Active
15249,6688.46,13,3577,2011-11-08 11:45:00,208,209325.68,598.07,31,MultiBuy
15251,10484.99,11,6171,2011-11-30 15:02:00,98,190579.16,1716.93,8,MultiBuy
15252,740.78,2,522,2011-11-03 13:30:00,30,17414.6,395.79,35,MultiBuy
15253,918.2,5,866,2011-11-23 16:22:00,45,15003.45,283.08,15,MultiBuy
15254,300.36,1,275,2011-08-04 15:04:00,11,5406.48,300.36,126,MultiBuy
15255,890.85,1,489,2011-10-04 12:43:00,27,41869.95,890.85,66,MultiBuy
15256,98.45,1,55,2011-07-14 11:47:00,3,590.7,98.45,148,Active
15257,317.15,1,46,2011-03-01 12:58:00,2,2220.05,317.15,282,Lapsed
15258,623.16,2,142,2011-06-24 12:30:00,2,10585.56,311.34,168,Repeat
15260,1810.77,7,885,2011-08-31 13:55:00,41,23464.4,304.73,99,MultiBuy
15261,254.82,1,270,2011-07-27 15:20:00,15,4841.58,254.82,134,MultiBuy
15262,178.95,1,73,2011-01-20 12:16:00,3,1789.5,178.95,323,Lapsed
15263,156.51,1,89,2011-08-25 10:26:00,4,1878.12,156.51,106,Active
15264,393.74,1,265,2011-10-06 13:49:00,14,9056.02,393.74,63,MultiBuy
15265,1506.12,2,612,2011-07-11 14:46:00,30,61669.28,752.06,150,MultiBuy
15266,119.3,1,18,2011-01-05 13:40:00,0,715.8,119.3,337,Lapsed
15267,1717.36,5,944,2011-11-17 15:59:00,11,6362.0,578.36,21,MultiBuy
15269,408.8,1,26,2011-11-16 09:32:00,1,817.6,408.8,23,Active
15270,2379.49,7,1521,2011-11-24 09:24:00,32,14551.28,354.91,15,MultiBuy
15271,2493.34,15,1251,2011-12-02 14:11:00,49,58080.08,220.0,6,MultiBuy
15272,721.94,2,310,2011-10-13 12:59:00,5,23299.2,369.83,56,Repeat
15274,716.57,2,619,2011-12-05 16:57:00,28,16916.51,359.93,3,MultiBuy
15275,615.14,1,498,2011-11-02 11:20:00,20,25220.74,615.14,37,MultiBuy
15276,128.63,1,61,2011-10-04 16:39:00,0,6302.87,128.63,65,Active
15277,255.9,1,205,2011-10-24 10:08:00,10,3070.8,255.9,46,MultiBuy
15279,290.51,1,189,2010-12-20 10:48:00,8,5519.69,290.51,354,Lapsed
15280,113.12,1,154,2011-06-20 17:14:00,5,1809.92,113.12,171,Active
15281,2332.15,9,1211,2011-10-12 09:10:00,50,65680.39,472.52,58,MultiBuy
15286,240.55,1,55,2011-10-21 11:08:00,3,721.65,240.55,49,Active
15287,1511164.18,1373,420066,2011-12-09 10:26:00,7014,377174068.0,2869.6,0,MultiBuy
15288,2306.52,5,775,2011-10-27 16:58:00,53,47080.39,535.0,42,MultiBuy
15289,939.78,3,1008,2011-11-10 13:49:00,52,18904.92,325.95,28,MultiBuy
15290,7928.22,18,4500,2011-12-05 11:39:00,144,133458.58,657.43,4,MultiBuy
15291,4623.3,14,2102,2011-11-14 11:02:00,53,34583.68,339.06,25,MultiBuy
15292,178.39,1,55,2011-05-22 15:00:00,1,4281.36,178.39,200,Lapsed
15296,3672.86,6,1766,2011-10-20 11:47:00,81,168477.67,868.44,50,MultiBuy
15297,641.94,3,292,2011-11-29 16:32:00,12,8761.52,224.65,9,MultiBuy
15298,4799.9,12,3116,2011-12-07 17:17:00,134,82298.92,428.64,1,MultiBuy
15299,3907.01,6,2947,2011-10-03 14:19:00,6,3907.01,651.17,66,Repeat
15300,496.44,1,292,2011-10-06 17:08:00,16,13900.32,496.44,63,MultiBuy
15301,5049.95,12,2751,2011-10-20 09:57:00,128,119741.85,494.8,50,MultiBuy
15303,574.02,1,248,2011-02-22 13:59:00,15,17794.62,574.02,289,MultiBuy
15304,694.4,8,104,2011-10-10 10:23:00,0,2369.25,103.01,60,Repeat
15306,1174.35,3,810,2011-10-06 12:56:00,35,24404.23,420.76,63,MultiBuy
15307,205.3,1,37,2011-09-05 11:38:00,0,2463.6,205.3,95,Active
15308,310.47,1,175,2011-03-10 13:08:00,9,5898.93,310.47,273,Lapsed
15311,60632.75,91,38147,2011-12-09 12:00:00,611,2147705.7,907.74,0,MultiBuy
15312,924.85,4,516,2011-09-25 13:10:00,28,11624.47,247.33,74,MultiBuy
15313,52.0,1,25,2011-08-21 16:02:00,1,52.0,52.0,109,Active
15314,327.97,1,313,2011-05-24 14:39:00,17,7871.28,327.97,198,MultiBuy
15315,570.5,2,862,2011-10-06 12:51:00,36,10812.8,292.24,63,MultiBuy
15316,165.0,1,100,2011-01-17 11:34:00,1,165.0,165.0,326,Lapsed
15318,312.62,1,642,2011-12-06 11:30:00,33,10316.46,312.62,3,MultiBuy
15319,204.5,1,175,2011-03-01 12:48:00,10,3272.0,204.5,283,MultiBuy
15320,267.13,1,326,2011-10-26 13:27:00,3,9616.68,267.13,43,Active
15321,2748.31,3,1181,2011-09-30 09:40:00,50,106662.48,1122.76,70,MultiBuy
15322,679.68,1,416,2011-09-15 09:34:00,21,28546.56,679.68,85,MultiBuy
15325,161.74,1,231,2011-08-28 11:55:00,9,7763.52,161.74,103,Active
15326,311.71,1,386,2011-01-10 11:38:00,20,9039.59,311.71,333,MultiBuy
15327,208.75,1,116,2011-10-18 11:55:00,7,2087.5,208.75,52,Active
15329,1049.7,3,486,2011-10-31 15:36:00,26,20948.5,367.52,38,MultiBuy
15330,714.96,2,1312,2011-11-07 17:50:00,13,4536.0,348.92,31,MultiBuy
15332,1661.06,4,652,2010-12-08 14:43:00,30,32208.5,920.24,365,MultiBuy
15333,1028.56,1,344,2011-05-15 13:27:00,10,16456.96,1028.56,207,MultiBuy
15334,347.87,3,272,2011-07-06 11:22:00,2,11286.66,116.36,156,Repeat
15335,170.22,1,79,2011-10-17 12:50:00,1,5957.7,170.22,53,Active
